record_id,state,district,block_taluka,station_location,longitude,latitude,year,month,season,ph,ec_us_cm,tds_mg_l,cl_mg_l,no3_mg_l,so4_mg_l,f_mg_l,total_hardness_mg_l,fe_mg_l,as_ppb,u_ppb,rainfall_mm,rainfall_source,rainfall_year,health_value,health_indicator,health_source,health_year,water_source,water_year,data_availability_status,data_type,rainfall_anomaly,rainfall_change,anomaly_score,abnormal_pattern_flag,risk_score,health_risk_component,water_risk_component,env_risk_component,hist_risk_component,vuln_risk_component,abnormal_risk_component,risk_class
REAL_WQ_187,Andhra Pradesh,Nellore,Vidvalur,Ramthirdam,80.1429,14.6399,2024,Pre-Monsoon,Pre-Monsoon,7.37,1901.0,1163.0,416.0,110.0,115.0,0.57,513.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.063,0,35.2,0.33,0.36,0.48,0.25,0.35,0.18,MODERATE
REAL_WQ_188,Andhra Pradesh,Ntr,A.Konduru,A Konduru-New,80.648,16.9632,2024,Pre-Monsoon,Pre-Monsoon,7.37,902.0,510.0,67.0,4.0,5.0,0.3,81.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.129,0,25.4,0.33,0.0,0.48,0.25,0.35,0.03,LOW
REAL_WQ_189,Andhra Pradesh,Ntr,A.Konduru,Kakarla,80.6353,17.0561,2024,Pre-Monsoon,Pre-Monsoon,7.52,2483.0,1621.0,336.0,34.0,97.0,1.59,516.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.061,0,31.2,0.33,0.2,0.48,0.25,0.35,0.19,MODERATE
REAL_WQ_190,Andhra Pradesh,Ntr,Gampalagudem,Gampala Gudem,80.5242,16.9996,2024,Pre-Monsoon,Pre-Monsoon,7.54,2235.0,1501.0,328.0,97.0,130.0,0.47,463.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.046,0,36.5,0.33,0.4,0.48,0.25,0.35,0.22,MODERATE
REAL_WQ_191,Andhra Pradesh,Ntr,Gampalagudem,Veenagadapa,80.5312,16.9721,2024,Pre-Monsoon,Pre-Monsoon,7.45,2354.0,1296.0,256.0,46.0,121.0,0.46,323.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.08,0,29.4,0.33,0.14,0.48,0.25,0.35,0.14,LOW
REAL_WQ_192,Andhra Pradesh,Ntr,Penuganchiprolu,Penuganchiprolu,80.2472,16.9019,2024,Pre-Monsoon,Pre-Monsoon,7.74,1460.0,866.0,125.0,36.0,77.0,0.58,308.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.079,0,27.5,0.33,0.06,0.48,0.25,0.35,0.15,LOW
REAL_WQ_193,Andhra Pradesh,Ntr,Reddigudem,Kottareddigudem,80.7414,16.8768,2024,Pre-Monsoon,Pre-Monsoon,7.32,2190.0,1191.0,271.0,64.0,167.0,0.63,512.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.079,0,31.0,0.33,0.2,0.48,0.25,0.35,0.15,MODERATE
REAL_WQ_194,Andhra Pradesh,Ntr,Tiruvuru,Tiruvur,80.6142,17.1143,2024,Pre-Monsoon,Pre-Monsoon,7.13,2147.0,1130.0,353.0,32.0,87.0,0.79,731.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.066,0,28.8,0.33,0.1,0.48,0.25,0.35,0.18,LOW
REAL_WQ_195,Andhra Pradesh,Ntr,Vatsavai,Makkapeta,80.1915,16.9252,2024,Pre-Monsoon,Pre-Monsoon,7.43,1800.0,1048.0,196.0,107.0,108.0,1.41,432.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.065,0,34.7,0.33,0.34,0.48,0.25,0.35,0.18,MODERATE
REAL_WQ_196,Andhra Pradesh,Ntr,Veerulapadu,Jagannathapuram,80.41,16.7295,2024,Pre-Monsoon,Pre-Monsoon,8.01,4358.0,2866.0,654.0,178.0,529.0,4.22,438.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,0.185,1,47.9,0.33,0.75,0.48,0.25,0.35,0.77,MODERATE
REAL_WQ_197,Andhra Pradesh,Ntr,Vissannapeta,Vissannapet-New,80.7835,16.942,2024,Pre-Monsoon,Pre-Monsoon,7.84,2503.0,1366.0,204.0,21.0,41.0,1.7,105.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.029,0,30.8,0.33,0.17,0.48,0.25,0.35,0.26,MODERATE
REAL_WQ_198,Andhra Pradesh,Palnadu,Amaravati,Amravathi-Dw,80.36,16.5761,2024,Pre-Monsoon,Pre-Monsoon,7.6,2390.0,1415.0,237.0,32.0,140.0,0.97,238.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.071,0,29.9,0.33,0.15,0.48,0.25,0.35,0.16,LOW
REAL_WQ_199,Andhra Pradesh,Palnadu,Amaravati,Narakullapodu-DW14,80.3664,16.5253,2024,Pre-Monsoon,Pre-Monsoon,7.51,2780.0,1694.0,260.0,89.0,356.0,0.72,546.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.031,0,36.5,0.33,0.4,0.48,0.25,0.35,0.26,MODERATE
REAL_WQ_200,Andhra Pradesh,Palnadu,Amaravati,Ungutur,80.3078,16.3389,2024,Pre-Monsoon,Pre-Monsoon,7.1,1875.0,1042.0,207.0,23.0,103.0,0.19,325.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.07,0,28.4,0.33,0.09,0.48,0.25,0.35,0.17,LOW
REAL_WQ_201,Andhra Pradesh,Palnadu,Amaravati,Zupudi,80.2589,16.5592,2024,Pre-Monsoon,Pre-Monsoon,7.4,1372.0,760.0,149.0,39.0,86.0,0.17,269.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.108,0,26.7,0.33,0.04,0.48,0.25,0.35,0.08,LOW
REAL_WQ_202,Andhra Pradesh,Palnadu,Atchampeta,Krosur,80.1417,16.5422,2024,Pre-Monsoon,Pre-Monsoon,7.47,3051.0,1622.0,419.0,11.0,143.0,0.73,484.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.046,0,31.1,0.33,0.19,0.48,0.25,0.35,0.22,MODERATE
REAL_WQ_203,Andhra Pradesh,Palnadu,Bellamkonda,Bellamkonda-DW13,80.0083,16.5083,2024,Pre-Monsoon,Pre-Monsoon,7.23,2740.0,1485.0,336.0,90.0,77.0,0.53,596.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.03,0,35.8,0.33,0.37,0.48,0.25,0.35,0.26,MODERATE
REAL_WQ_204,Andhra Pradesh,Palnadu,Bellamkonda,Utukuru,80.0,16.5761,2024,Pre-Monsoon,Pre-Monsoon,6.95,3065.0,1774.0,450.0,73.0,295.0,0.24,691.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,0.016,1,35.6,0.33,0.34,0.48,0.25,0.35,0.37,MODERATE
REAL_WQ_205,Andhra Pradesh,Palnadu,Chilakaluripeta,Chilkaluripet-1,80.1517,16.0847,2024,Pre-Monsoon,Pre-Monsoon,7.53,1892.0,1118.0,193.0,11.0,149.0,0.2,326.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.099,0,28.3,0.33,0.1,0.48,0.25,0.35,0.1,LOW
REAL_WQ_206,Andhra Pradesh,Palnadu,Chilakaluripeta,Timmapuram-Dw,80.2111,16.1356,2024,Pre-Monsoon,Pre-Monsoon,7.22,6312.0,3859.0,1308.0,560.0,310.0,0.96,924.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,0.215,1,42.0,0.33,0.5,0.48,0.25,0.35,0.84,MODERATE
REAL_WQ_207,Andhra Pradesh,Palnadu,Ipur,A Muppalla-DW14,79.8414,16.2372,2024,Pre-Monsoon,Pre-Monsoon,7.0,1601.0,965.0,163.0,54.0,78.0,0.71,327.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.065,0,29.1,0.33,0.12,0.48,0.25,0.35,0.18,LOW
REAL_WQ_208,Andhra Pradesh,Palnadu,Krosuru,Pisapadu,80.145,16.4914,2024,Pre-Monsoon,Pre-Monsoon,7.63,3025.0,1929.0,364.0,207.0,216.0,2.36,352.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,0.083,1,42.8,0.33,0.6,0.48,0.25,0.35,0.53,MODERATE
REAL_WQ_209,Andhra Pradesh,Palnadu,Machavaram,Murjampadu,79.8833,16.5931,2024,Pre-Monsoon,Pre-Monsoon,7.57,1797.0,1010.0,194.0,59.0,112.0,1.07,312.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.083,0,29.7,0.33,0.15,0.48,0.25,0.35,0.14,LOW
REAL_WQ_210,Andhra Pradesh,Palnadu,Nadendla,Nadendla,80.1843,16.1762,2024,Pre-Monsoon,Pre-Monsoon,7.4,2309.0,1243.0,224.0,151.0,143.0,0.62,361.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.009,0,36.2,0.33,0.37,0.48,0.25,0.35,0.31,MODERATE
REAL_WQ_211,Andhra Pradesh,Palnadu,Nuzendla,Inovolu,79.6706,15.9997,2024,Pre-Monsoon,Pre-Monsoon,7.59,2280.0,1338.0,268.0,19.0,120.0,1.1,360.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.08,0,29.5,0.33,0.14,0.48,0.25,0.35,0.14,LOW
REAL_WQ_212,Andhra Pradesh,Palnadu,Piduguralla,Bhrahmanpally,79.8279,16.5183,2024,Pre-Monsoon,Pre-Monsoon,7.31,3240.0,2049.0,502.0,187.0,273.0,1.36,520.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,0.08,1,40.4,0.33,0.5,0.48,0.25,0.35,0.52,MODERATE
REAL_WQ_213,Andhra Pradesh,Palnadu,Piduguralla,Brahmanapally-Dw,79.8361,16.5422,2024,Pre-Monsoon,Pre-Monsoon,7.33,1721.0,921.0,151.0,85.0,94.0,0.34,365.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.079,0,32.3,0.33,0.25,0.48,0.25,0.35,0.15,MODERATE
REAL_WQ_214,Andhra Pradesh,Palnadu,Piduguralla,Guttikonda,79.8361,16.4236,2024,Pre-Monsoon,Pre-Monsoon,7.55,2288.0,1363.0,207.0,36.0,96.0,0.31,278.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.076,0,29.6,0.33,0.14,0.48,0.25,0.35,0.15,LOW
REAL_WQ_215,Andhra Pradesh,Palnadu,Piduguralla,Thummalacheruvu,79.7989,16.5253,2024,Pre-Monsoon,Pre-Monsoon,7.88,732.0,395.0,55.0,0.0,52.0,1.2,126.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.079,0,26.0,0.33,0.0,0.48,0.25,0.35,0.15,LOW
REAL_WQ_216,Andhra Pradesh,Palnadu,Rentachintala,Rentachintala,79.5494,16.5592,2024,Pre-Monsoon,Pre-Monsoon,7.53,953.0,474.0,64.0,9.0,81.0,0.56,241.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.125,0,25.5,0.33,0.0,0.48,0.25,0.35,0.04,LOW
REAL_WQ_217,Andhra Pradesh,Palnadu,Rentachintala,Tummurukota,79.4611,16.5583,2024,Pre-Monsoon,Pre-Monsoon,7.52,938.0,515.0,62.0,4.0,87.0,0.45,268.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.127,0,25.5,0.33,0.0,0.48,0.25,0.35,0.03,LOW
REAL_WQ_218,Andhra Pradesh,Palnadu,Rompicherla2,Rompicherla,79.9133,16.21,2024,Pre-Monsoon,Pre-Monsoon,7.42,3580.0,2084.0,474.0,65.0,212.0,2.03,484.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,0.0,1,37.1,0.33,0.41,0.48,0.25,0.35,0.33,MODERATE
REAL_WQ_219,Andhra Pradesh,Palnadu,Rompicherla2,Rompicherla Pz,79.9049,16.2128,2024,Pre-Monsoon,Pre-Monsoon,7.55,1610.0,984.0,130.0,79.0,110.0,1.87,411.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.073,0,33.1,0.33,0.28,0.48,0.25,0.35,0.16,MODERATE
REAL_WQ_220,Andhra Pradesh,Palnadu,Rompicherla2,Santagudipadu,79.9141,16.2534,2024,Pre-Monsoon,Pre-Monsoon,7.39,4426.0,2723.0,850.0,139.0,474.0,2.78,742.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,0.083,1,44.4,0.33,0.66,0.48,0.25,0.35,0.53,MODERATE
REAL_WQ_221,Andhra Pradesh,Palnadu,Sattenapalle,Rentapalle,80.1364,16.4713,2024,Pre-Monsoon,Pre-Monsoon,7.36,1812.0,1082.0,228.0,99.0,137.0,0.95,507.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.077,0,34.6,0.33,0.34,0.48,0.25,0.35,0.15,MODERATE
REAL_WQ_222,Andhra Pradesh,Palnadu,Sattenapalle,Sattenapalli,80.1479,16.4063,2024,Pre-Monsoon,Pre-Monsoon,7.56,2725.0,1669.0,357.0,81.0,258.0,1.01,405.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.028,0,35.6,0.33,0.36,0.48,0.25,0.35,0.27,MODERATE
REAL_WQ_223,Andhra Pradesh,Palnadu,Thulluru,Vykuntapuram,80.4128,16.5592,2024,Pre-Monsoon,Pre-Monsoon,7.49,2124.0,1257.0,165.0,65.0,154.0,0.23,411.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.081,0,31.4,0.33,0.22,0.48,0.25,0.35,0.14,MODERATE
REAL_WQ_224,Andhra Pradesh,Palnadu,Veldurthi1,Sirigiripadu-alt,79.3263,16.3043,2024,Pre-Monsoon,Pre-Monsoon,7.46,3060.0,1927.0,439.0,70.0,230.0,0.49,420.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.027,0,35.4,0.33,0.35,0.48,0.25,0.35,0.27,MODERATE
REAL_WQ_225,Andhra Pradesh,Palnadu,Veldurti,Mandadi,79.4069,16.4067,2024,Pre-Monsoon,Pre-Monsoon,7.55,3094.0,1860.0,519.0,74.0,226.0,0.39,387.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.024,0,35.6,0.33,0.36,0.48,0.25,0.35,0.28,MODERATE
REAL_WQ_226,Andhra Pradesh,Palnadu,Vinukonda,Enugupalem,79.8268,16.0206,2024,Pre-Monsoon,Pre-Monsoon,7.38,3484.0,1785.0,511.0,95.0,247.0,0.93,449.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.006,0,37.9,0.33,0.44,0.48,0.25,0.35,0.32,MODERATE
REAL_WQ_227,Andhra Pradesh,Palnadu,Vinukonda,Vellatur,79.6506,16.1186,2024,Pre-Monsoon,Pre-Monsoon,7.26,1946.0,970.0,157.0,93.0,104.0,0.68,389.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.073,0,33.5,0.33,0.3,0.48,0.25,0.35,0.16,MODERATE
REAL_WQ_228,Andhra Pradesh,Prakasam,Ardhaveedu,Velagalapaya,78.9345,15.7697,2024,Pre-Monsoon,Pre-Monsoon,7.39,1192.0,686.0,110.0,10.0,37.0,0.83,370.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.123,0,26.2,0.33,0.03,0.48,0.25,0.35,0.04,LOW
REAL_WQ_229,Andhra Pradesh,Prakasam,Bestavaripeta,Bestavaripeta,79.0553,15.5144,2024,Pre-Monsoon,Pre-Monsoon,7.4,2394.0,1416.0,313.0,96.0,186.0,0.94,770.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.06,0,35.8,0.33,0.38,0.48,0.25,0.35,0.19,MODERATE
REAL_WQ_230,Andhra Pradesh,Prakasam,Chimakurti,Pallamalli,79.9044,15.6496,2024,Pre-Monsoon,Pre-Monsoon,7.28,1382.0,788.0,105.0,145.0,47.0,0.85,192.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.026,0,34.1,0.33,0.3,0.48,0.25,0.35,0.27,MODERATE
REAL_WQ_231,Andhra Pradesh,Prakasam,Cumbum,Ravipadu,79.1519,15.5732,2024,Pre-Monsoon,Pre-Monsoon,7.58,1004.0,755.0,99.0,71.0,37.0,0.82,243.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.069,0,30.1,0.33,0.16,0.48,0.25,0.35,0.17,MODERATE
REAL_WQ_232,Andhra Pradesh,Prakasam,Darsi,Botla Palem,79.7699,15.7329,2024,Pre-Monsoon,Pre-Monsoon,7.73,990.0,498.0,176.0,5.0,65.0,0.11,360.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.106,0,25.7,0.33,0.0,0.48,0.25,0.35,0.08,LOW
REAL_WQ_233,Andhra Pradesh,Prakasam,Darsi,Darsi-new,79.6783,15.8133,2024,Pre-Monsoon,Pre-Monsoon,7.05,1520.0,838.0,86.0,10.0,102.0,1.48,348.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.082,0,27.4,0.33,0.06,0.48,0.25,0.35,0.14,LOW
REAL_WQ_234,Andhra Pradesh,Prakasam,Donakonda,Donakonda,79.4847,15.8331,2024,Pre-Monsoon,Pre-Monsoon,7.29,1550.0,855.0,222.0,9.0,10.0,0.97,214.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.112,0,27.1,0.33,0.06,0.48,0.25,0.35,0.07,LOW
REAL_WQ_235,Andhra Pradesh,Prakasam,Donakonda,P Venkatapuram,79.4762,15.7625,2024,Pre-Monsoon,Pre-Monsoon,7.61,1823.0,1044.0,118.0,82.0,126.0,3.1,516.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.06,0,37.7,0.33,0.46,0.48,0.25,0.35,0.19,MODERATE
